Price,Bedrooms,Bathrooms,Size
R3895000,1,1,93m²
R900000,2,1,388m²
R1795000,N/A,1,34m²
R12000000,11,2,704m²
R20000000,N/A,N/A,1066m²
R3895000,3,2,667m²
R1595000,1,1,51m²
R10395000,5,3,839m²
R9950000,3,2.5,246m²
R2250000,5,2.5,318m²
R695000,3,1,199m²
R3480000,2,2,87m²
R3895000,1,1,93m²
R3950000,6,2,400m²
R4995000,5,4,595m²
R15495000,8,6.5,4436m²
R1399000,4,2,520m²
R1950000,2,1,154m²
N/A,N/A,N/A,N/A
R3900000,N/A,N/A,284m²
R1249000,2,2,178m²
R600000,2,1,38m²
R5350000,3,2,3742m²
R3895000,3,2,205m²
R3150000,2,2,92m²
R2700000,N/A,N/A,N/A
R5850000,4,3,507m²
R2599000,1,1,59m²
R1249000,2,2,178m²
R700000,2,1,38m²
R2650000,4,3,625m²
R3250000,2,2,452m²
R1950000,N/A,N/A,82m²
R17500000,N/A,N/A,700m²
R1995000,3,1.5,463m²
R1750000,2,1,N/A
R2825000,3,2,124m²
R1750000,2,1,N/A
R909000,2,1,54m²
R5250000,3,3.5,189m²
N/A,N/A,N/A,N/A
R1150000,2,1,48m²
R2695000,2,2,75m²
R8025000,3,2,446m²
R10900000,4,4.5,1600m²
R2775000,4,2,648m²
R2199000,1,1,74m²
R10500000,2,2,297m²
R2599000,1,1,53m²
R2699000,2,1.5,160m²
R5950000,2,2.5,500m²
R3380000,N/A,N/A,230m²
R1890000,1,1,63m²
R2725000,N/A,N/A,260m²
R2200000,1,1,60m²
R1995000,3,2,250m²
R2795000,5,3,N/A
POA,1,1,43m²
R1145000,2,1,54m²
R1050000,2,1,51m²
R2950000,2,2,99m²
R2795000,5,3,N/A
N/A,N/A,N/A,N/A
R2850000,3,1.5,171m²
R2595000,2,2,85m²
R1950000,2,2,77m²
R1900000,2,2,63m²
R3600000,2,2,93m²
R1950000,1,1,42m²
R1950000,1,1,42m²
R1950000,1,1,42m²
R1650000,0.5,1,31m²
R1950000,1,1,42m²
R1650000,0.5,1,31m²
R5500000,N/A,N/A,325m²
R2650000,1,1,50m²
R2595000,2,2,85m²
R1550000,2,1,60m²
R3995000,5,4,635m²
R1950000,3,2,94m²
R5495000,3,2,485m²
R4199000,3,2,313m²
R1550000,1,1,56m²
R13950000,3,3.5,456m²
N/A,N/A,N/A,N/A
R19950000,3,3.5,285m²
R895000,2,1,47m²
R6950000,2,2,190m²
R6500000,N/A,N/A,549m²
R38900000,5,6.5,7004m²
R11000000,5,4,1447m²
R1250000,N/A,1,36m²
R10450000,3,2.5,249m²
R2395000,1,1,68m²
R8500000,N/A,N/A,5919m²
R7950000,N/A,N/A,1200m²
POA,5,6.5,556m²
R1850000,1,1,45m²
R3300000,2,2,258m²
R2395000,1,1,68m²
R25000000,4,4.5,505m²
R22750000,4,4.5,600m²
R5900000,2,2.5,105m²
R6750000,2,2,113m²
R1550000,1,1,34m²
R10000000,N/A,N/A,1000m²
N/A,N/A,N/A,N/A
R120000000,9,9.5,3027m²
R3999000,5,3,496m²
R1850000,1,1,37m²
R6295000,4,3,815m²
R1650000,1,1,31m²
R5895000,3,2,120m²
R2999995,3,2,N/A
R660000,2,2,278m²
R14250000,4,3.5,1356m²
POA,N/A,N/A,799m²
R2999995,3,2,N/A
R650000,1,1,42m²
R1795000,0.5,1,25m²
R2600000,2,2,71m²
R2929050,1,1,67m²
R1185000,2,1,45m²
R2899000,4,2,624m²
R699000,N/A,N/A,N/A
R1300000,2,1,61m²
R1250000,1,1,58m²
R3500000,3,2.5,90m²
N/A,N/A,N/A,N/A
R570000,2,1,156m²
R2650000,1,1,67m²
R2495000,2,1,207m²
R1250000,3,1,354m²
R3500000,3,2,124m²
R4550000,2,2.5,86m²
R10850000,4,4.5,1350m²
R5750000,2,2,191m²
R7495000,3,1,442m²
R17990000,N/A,N/A,860m²
R2195000,5,2,622m²
R1995000,2,2,134m²
R2699000,4,3,496m²
R3750000,N/A,N/A,250m²
R10850000,4,4.5,1350m²
R875000,1,1,39m²
R2095000,4,1,493m²
R1200000,3,1,67m²
R950000,1,1,39m²
R1100000,1,1,N/A
R1750000,1,1,46m²
N/A,N/A,N/A,N/A
R2199999,4,1.5,548m²
R2795000,2,2,163m²
R945000,2,1,47m²
R5690000,3,2,N/A
R2100000,1,1,52m²
R1200000,2,1,206m²
R8995000,3,2.5,295m²
R4250000,2,2,112m²
R1255000,1,1,47m²
R875000,2,1,45m²
R2999995,3,3,406m²
R14250000,4,3.5,1356m²
R925000,1,1,42m²
R550000,3,1,176m²
R3750000,2,2,127m²
R14000000,6,6,150m²
R3950000,3,2.5,440m²
R2795000,2,1,71m²
R4200000,N/A,N/A,337m²
R14000000,6,6,150m²
R1995000,2,1,N/A
N/A,N/A,N/A,N/A
R370000,1,1,195m²
R1199000,2,1,71m²
R16780000,N/A,N/A,819m²
R29995000,3,3.5,319m²
R3100000,3,1,404m²
R1400000,3,1,510m²
R1295000,3,1,428m²
R8500000,N/A,N/A,1134m²
R2950000,2,1,90m²
R9599999,6,6,480m²
R3495000,2,1.5,103m²
R3400000,1,1,58m²
R5950000,N/A,N/A,116163ha
R5500000,N/A,N/A,650m²
R11000000,3,2,447m²
R36000000,6,6,1042m²
R999000,1,1,49m²
R2850000,2,2,76m²
R849000,2,1,N/A
R1995000,1,1,53m²
R11000000,3,2,447m²
N/A,N/A,N/A,N/A
R8495000,5,4.5,753m²
R500000,2,1,115m²
R2850000,1,1,63m²
R2400000,2,1,55m²
R2895000,3,2,497m²
R3999000,5,2.5,786m²
R9250000,N/A,N/A,800m²
R1695000,3,1,97m²
R1600000,N/A,N/A,91m²
R1265000,1,1,47m²
R1250000,0.5,1,29m²
R2750000,3,2,259m²
R750000,N/A,N/A,N/A
R22000000,3,3.5,298m²
R1600000,N/A,N/A,91m²
R1390000,0.5,1,26m²
R1750000,2,1,65m²
R6390000,5,4,991m²
R17750000,3,2.5,254m²
R830000,2,1,340m²
R2100000,2,1,224m²
N/A,N/A,N/A,N/A
R3750000,3,2.5,153m²
R11500000,4,4,332m²
R1890000,1,1,66m²
R1065000,2,1,55m²
R3600000,2,2,N/A
R5650000,2,2,88m²
R3000000,1,1,51m²
R1790000,4,1,669m²
R4850000,1,1,39m²
R850000,3,1.5,306m²
R1999000,2,2,240m²
R14900000,N/A,N/A,5074m²
R750000,3,1,193m²
R2450000,6,3,424m²
R1995000,2,1,102m²
R3300000,1,1,77m²
R995000,2,1,N/A
R1995000,2,1,102m²
R1975000,5,3,496m²
R1495000,3,2,242m²
R2499000,0.5,1,46m²
N/A,N/A,N/A,N/A
R5150000,2,2,145m²
R3549000,1,1,61m²
R7595000,6,4,873m²
R2795000,3,2,610m²
R5450000,3,3,221m²
R1890000,2,1,70m²
R1500000,1,1,41m²
R3995000,4,3,991m²
R17750000,3,3,206m²
R6200000,4,3.5,1324m²
R900000,3,2,209m²
R1500000,1,1,41m²
R2350000,2,1.5,135m²
R5950000,N/A,N/A,8325m²
R1750000,2,1,73m²
R1795000,1,1,48m²
R2195000,3,1,595m²
R6495000,3,2,1130m²
R2199999,5,4.5,233m²
R1150000,1,1,37m²
R1900000,3,1.5,N/A
N/A,N/A,N/A,N/A
R1895000,3,1.5,215m²
R1275000,3,2,250m²
R12000000,5,3,1927m²
R4900000,N/A,N/A,109702m²
R1250000,1,1,28m²
R335000,2,1,N/A
R1550000,N/A,1,51m²
R7950000,3,3.5,178m²
R875000,3,1,260m²
R650000,3,1,129m²
R4200000,2,2,90m²
R335000,2,1,N/A
POA,N/A,N/A,95m²
R4700000,6,3,633m²
R900000,2,1,N/A
R1795000,4,2,138m²
R1600000,2,1,105m²
R699999,3,1,102m²
R2150000,5,3,496m²
R1395000,3,2,234m²
R6000000,4,2,367m²
N/A,N/A,N/A,N/A
R4750000,2,1,N/A
R1800000,3,2,456m²
R1999000,1,1,65m²
R570000,2,1,N/A
R2795000,2,2,79m²
R1250000,2,1,91m²
R1015000,1,1,36m²
R995000,2,1,N/A
R2850000,1,1,60m²
R1885000,4,2,520m²
R2795000,2,2,79m²
R9500000,3,3.5,309m²
R35000000,N/A,N/A,3208m²
R2199000,3,1,553m²
R9800000,5,3.5,1500m²
R1150000,0.5,1,43m²
R5499000,2,2.5,115m²
R161072000,N/A,N/A,8017m²
R7700000,N/A,2,169m²
R1450000,2,1,86m²
R4200000,2,1,113m²
N/A,N/A,N/A,N/A
R2895000,3,2,252m²
R595000,1,1,22m²
R2295000,3,1,101m²
R2590000,N/A,N/A,163m²
R33000000,5,5.5,522m²
R2075000,1,1,72m²
R3400000,3,2,308m²
R2950000,1,1,47m²
R980000,3,2,N/A
R2150000,1,1,47m²
R2895000,1,1,94m²
R1295000,2,1,85m²
R4350000,3,2,615m²
R4750000,3,2,1030m²
R2165000,1,1,47m²
R2950000,1,1,47m²
R1960000,N/A,1,31m²
R2620000,1,1,43m²
R2030000,N/A,1,32m²
R2295000,2,1.5,102m²
R2495000,2,1,83m²
N/A,N/A,N/A,N/A
R1395000,3,1.5,83m²
R19685000,N/A,N/A,826m²
R3599000,N/A,N/A,103m²
R3200000,2,2,91m²
R1150000,1,1,61m²
R2695000,1,1,35m²
R2250000,1,1,39m²
R9995000,N/A,N/A,995m²
R1420000,2,1,83m²
R1999995,3,1,228m²
R2350000,3,2,473m²
R6995000,3,1,595m²
R2350000,3,2,208m²
R1385000,3,2,200m²
R4600000,3,1,105m²
R1295000,2,1,80m²
R3200000,1,1,65m²
R800000,5,2,249m²
R699000,1,1,45m²
R1499000,3,1,176m²
R699000,1,1,45m²
N/A,N/A,N/A,N/A
R1000000,3,1,300m²
R7350000,N/A,N/A,1432m²
R2950000,1,1,N/A
R4995000,2,2,121m²
R665000,2,1,N/A
R1195000,2,1,59m²
R1920000,3,1,74m²
R4300000,5,3,468m²
R1199000,3,1,67m²
R7000000,N/A,N/A,468m²
R1600000,N/A,N/A,1027m²
R2350000,3,2,188m²
R1890000,1,1,40m²
R2850000,3,2,227m²
R1195000,2,1,105m²
R2500000,1,1,50m²
R2650000,3,2,520m²
R13495000,5,4,446m²
R5750000,3,2,170m²
R1600000,N/A,N/A,1027m²
R2150000,3,1,856m²
N/A,N/A,N/A,N/A
R2100000,3,2,101m²
R1150000,2,1,N/A
R1399000,3,1,468m²
R2595000,3,2,257m²
R900000,2,1,240m²
R1295000,2,1,62m²
R995000,2,1,56m²
R1850000,1,1,73m²
R15950000,2,2,149m²
R1995000,3,2,123m²
R4200000,2,1,96m²
R1850000,2,1,N/A
R2750000,1,1,60m²
R12950000,4,3.5,600m²
R31275000,N/A,N/A,1646m²
R499999,3,1,200m²
R900000,2,1,240m²
R339000,N/A,N/A,37m²
R950000,1,1,35m²
R1600000,3,1,N/A
R1800000,6,3,390m²
N/A,N/A,N/A,N/A
R1440000,0.5,1,21m²
R6465300,N/A,N/A,380m²
R3300000,2,2,96m²
R1590000,2,1,143m²
R4000000,2,1,83m²
R610000,1,1,36m²
R4250000,3,2,90m²
R9195000,3,3,104m²
R19950000,4,3.5,1428m²
R6500000,3,3,109m²
R750000,1,1,34m²
R2990000,3,2.5,102m²
R6499000,3,2.5,556m²
R1195000,2,1,63m²
R3150000,4,3.5,506m²
R1590000,2,1,143m²
R630000,2,1,74m²
R1950000,3,2,102m²
R6700000,4,2,1459m²
R22000000,3,3.5,577m²
R2000000,2,2,N/A
N/A,N/A,N/A,N/A
R12495000,4,3,409m²
R7500000,3,3,329m²
R4950000,2,2.5,122m²
R1599000,3,1,517m²
R1550000,3,2,N/A
R10950000,3,2.5,312m²
R1900000,1,1,69m²
R19995000,5,6,2001m²
R3000000,N/A,N/A,392m²
R3700000,2,1,3742m²
R8850000,4,3,312m²
R1155000,4,1,292m²
R11000000,N/A,N/A,1015m²
R25000000,9,8.5,3999m²
R25000000,9,8.5,3999m²
R6900000,2,2,184m²
R1649000,4,2,496m²
R1699999,5,3,N/A
R3440000,1,1,51m²
R4500000,2,2,88m²
R2445900,4,3,490m²
N/A,N/A,N/A,N/A
R4295000,2,2,117m²
R850000,0.5,1,34m²
R1795000,3,2,623m²
R2895000,2,1,84m²
R11750000,5,5.5,2043m²
R9350000,3,2,223m²
R1105000,0.5,1,26m²
R14995000,2,2.5,139m²
R19950000,3,3.5,468m²
R2150000,2,1,156m²
R1345000,2,1,79m²
R1895000,3,1,78m²
R6300000,3,2,594m²
R1105000,0.5,1,26m²
R1985000,5,2,260m²
R1800000,N/A,N/A,90m²
R2495000,1,1,64m²
R1780000,N/A,N/A,82m²
R9188000,N/A,N/A,225m²
R849000,1,1,41m²
R79000000,5,5.5,579m²
N/A,N/A,N/A,N/A
R6150000,4,4,207m²
R4300000,2,2,88m²
R945000,0.5,1,25m²
R1495000,3,1,454m²
R2150000,3,1,N/A
R2500000,4,4,527m²
R12900000,6,5.5,551m²
R2350000,3,2,125m²
R2300000,2,2,81m²
R1250000,2,1.5,81m²
R1495000,1,1,34m²
R1395000,2,1,64m²
R1295000,2,1,55m²
R10950000,4,4,2153m²
R2150000,3,1,N/A
R8500000,N/A,N/A,350m²
R1197000,2,1,N/A
R2400000,N/A,N/A,80m²
R999000,3,2,246m²
R7350000,N/A,N/A,1412m²
R3870000,N/A,N/A,387m²
N/A,N/A,N/A,N/A
R7250000,2,2,135m²
R1899000,4,2,140m²
R1975000,1,1,52m²
R1800000,2,1,160m²
R1800000,2,1,160m²
R3750000,3,2,124m²
R1499999,2,2,209m²
R2500000,2,2,76m²
R2750000,1,1,48m²
R10595000,3,2,180m²
R12500000,6,4,2123m²
R1195000,2,1,80m²
R750000,3,1,238m²
R5200000,1,2,77m²
R2495000,1,1,40m²
R4750000,3,2,565m²
R1295000,2,1,258m²
R1449500,N/A,N/A,25m²
R1425000,2,1.5,89m²
R13950000,6,5,470m²
R19000000,4,4.5,410m²
N/A,N/A,N/A,N/A
R11000000,16,8,477m²
R780000,2,1,N/A
R850000,2,1,322m²
R4195000,4,3,335m²
R1790000,4,2,470m²
R5250000,N/A,N/A,626m²
R2195000,N/A,N/A,497m²
R4195000,3,1.5,123m²
R10500000,4,2,2100m²
R4700000,2,2.5,98m²
R1950000,2,1,154m²
R14350000,4,3,478m²
R2195000,3,2,496m²
R1750000,2,1,N/A
R1050000,0.5,1,39m²
POA,N/A,N/A,3131m²
R2195000,N/A,N/A,497m²
POA,4,1.5,533m²
R2150000,1,1,64m²
R2499000,2,1,64m²
R3300000,2,1,79m²
N/A,N/A,N/A,N/A
R2695000,2,2,88m²
R10495000,5,5,1664m²
R2150000,2,2,96m²
R3900000,3,3,100m²
R3900000,N/A,N/A,344m²
R4900000,N/A,N/A,330m²
R1780000,2,1,58m²
R1065000,2,1,N/A
R650000,4,1,230m²
R1780000,2,1,58m²
R19685000,N/A,N/A,826m²
R1450000,3,2,404m²
R72500000,3,3.5,383m²
R2400000,1,1,39m²
R35000000,N/A,N/A,3439m²
R1600000,9,4,350m²
R22900000,4,4,N/A
R4300000,1,1,53m²
R3995000,2,2,195m²
R1500000,4,2,280m²
R2300000,1,1,52m²
N/A,N/A,N/A,N/A
R2850000,1.5,1,155m²
R4165300,2,2,117m²
R1899000,1,1,40m²
R2300000,2,1,56m²
R3200000,2,2,106m²
R9950000,3,2,916m²
R29500000,4,5.5,460m²
R17000000,4,4,903m²
R1950000,3,2,93m²
R7950000,5,3.5,817m²
R2300000,2,1,56m²
R2195000,3,2,231m²
R2999000,2,1.5,100m²
R2395000,3,1.5,517m²
R1950000,1,1,44m²
R1650000,4,3,157m²
R2550000,2,1.5,203m²
R1150000,1,1,24m²
R4850000,3,2,109m²
R1150000,3,1,190m²
R69000000,3,3.5,844m²
N/A,N/A,N/A,N/A
R2850000,2,2,N/A
R18500000,N/A,N/A,4782m²
R1850000,1,1,60m²
R2600000,2,1,94m²
R2995000,1,1,46m²
R1745000,1,1,42m²
R1920000,2,1,98m²
R1920000,2,1,98m²
R2200000,3,1,808m²
R2490000,1,1,48m²
R1995000,0.5,1,40m²
R2495000,2,1,84m²
R2499000,6.5,2,112m²
R3495000,2,2,97m²
R3395000,3,2,368m²
R9188000,N/A,N/A,225m²
R2150000,1,1,11315m²
R1795000,0.5,1,42m²
R1795000,1,1,26m²
R7350000,5,4.5,1128m²
R1399999,5,2,405m²
N/A,N/A,N/A,N/A
R11950000,N/A,N/A,1294m²
R3395000,2,1,126m²
R4500000,4,2,925m²
R1495000,4,4,426m²
R2595000,2,2,80m²
R3295000,3,2,173m²
R1895000,1,2,78m²
R1875000,0.5,1,40m²
R2345000,4,2,595m²
R10750000,2,2.5,228m²
R2150000,N/A,N/A,233m²
R10750000,2,2.5,228m²
R9000000,1,1,86m²
R29950000,5,5.5,1200m²
R4395000,2,2.5,132m²
R6495000,4,3,740m²
R3395000,2,2,208m²
R5500000,3,2,133m²
R6400000,3,2,613m²
R8750000,3,2.5,253m²
R42000000,5,5,970m²
N/A,N/A,N/A,N/A
R1950000,2,1,141m²
R1200000,1,1,N/A
R4950000,3,2,155m²
R499000,2,1,N/A
R1950000,N/A,N/A,223m²
R1395000,2,1,86m²
R1550000,3,1,216m²
R4250000,2,2,160m²
R1650000,1,1,51m²
R4800000,2,2,147m²
R1995000,3,1,468m²
R4100000,2,2,120m²
R4300000,N/A,N/A,343m²
R3950000,4,3,402m²
R2395000,1,1,83m²
R700000,2,1,107m²
R3999000,3,2,125m²
R2800000,N/A,N/A,95m²
R3950000,4,3,402m²
R3995000,2,2,88m²
R1899000,4,2,276m²
N/A,N/A,N/A,N/A
R6700000,3,2,231m²
R1850000,4,3,465m²
R1499999,0.5,1,35m²
R21950000,N/A,N/A,603m²
R3995000,5,2,952m²
R2150000,N/A,N/A,233m²
R2150000,N/A,N/A,233m²
R800000,2,1,N/A
R3900000,2,1,104m²
R4500000,5,3,683m²
R1695000,2,2,150m²
R3495000,4,4,496m²
R2850000,2,1.5,73m²
POA,N/A,N/A,1420m²
R3200000,2,1,105m²
R12350000,4,4,686m²
R2600000,2,2,72m²
R1500000,3,1,472m²
R4800000,4,3.5,906m²
R795000,1,1,30m²
R2395000,2,1,157m²
N/A,N/A,N/A,N/A
R13500000,2,2,154m²
R3995000,3,2,103m²
R2500000,4,2,605m²
R1639000,2,2,65m²
R10700000,3,3,638m²
R3800000,2,2,N/A
R1800000,3,2,134m²
R5795000,3,3,902m²
R26000000,5,5,6150m²
R1150000,N/A,1,36m²
R10500000,2,2,298m²
R3995000,3,2,N/A
R4900000,2,2,115m²
R35000000,5,7.5,14126m²
R795000,3,1,N/A
R2100000,2,1.5,82m²
R6495000,2,2,96m²
R5200000,3,2,3742m²
R1050000,2,1,47m²
R7600000,3,2.5,284m²
R4900000,2,2,115m²
N/A,N/A,N/A,N/A
R1599000,1,1,52m²
R1300000,0.5,1,32m²
R3995000,2,1.5,104m²
R2590000,3,2,163m²
R1150000,2,1,64m²
R1350000,N/A,N/A,52m²
R2850000,2,1,83m²
R2595000,2,1.5,110m²
R27500000,4,4,303m²
R6995000,5,3.5,705m²
R2590000,3,2,163m²
R1050000,3,1,200m²
R1250000,1,1,41m²
R1150000,1,1,48m²
R699000,2,1,N/A
R85000000,6,7.5,1156m²
R3695000,3,1.5,104m²
R6800000,3,2.5,159m²
R4200000,1,1,66m²
R28000000,N/A,N/A,5000m²
R2450000,N/A,N/A,120m²
N/A,N/A,N/A,N/A
R1495000,0.5,1,44m²
R717500,2,1,44m²
R33000000,5,6,8095m²
R14995000,3,2,270m²
R3100000,2,1,83m²
R17250000,5,4,775m²
R1445000,2,1,52m²
R26900000,4,3.5,1155m²
R34000000,7,4.5,8040m²
R1725000,3,1,202m²
R22000000,9,9.5,200m²
R22000000,9,9.5,200m²
R825000,3,1,180m²
R3250000,1,1,46m²
R15000000,N/A,N/A,2127m²
R8500000,5,5,669m²
R2695000,2,1,84m²
R1800000,3,1.5,N/A
R18950000,6,4,798m²
R19995000,4,4,1147m²
R2350000,1,1,77m²
N/A,N/A,N/A,N/A
R1799000,3,1,613m²
R2300000,2,1.5,101m²
R9350000,4,3,654m²
R4795000,2,2,133m²
R4750000,N/A,N/A,329m²
R16780000,N/A,N/A,820m²
R1250000,1,1,49m²
R6350000,4,2,784m²
R4750000,N/A,N/A,329m²
R1695000,3,2,215m²
R1199000,3,1,351m²
R2495000,N/A,N/A,N/A
R2280000,N/A,N/A,114m²
R2850000,4,2,496m²
R350000,1,1,98m²
R9990000,3,3,203m²
R1600000,2,2,N/A
R6000000,N/A,N/A,217m²
R37000000,6,5,N/A
R6295000,3,3.5,300m²
R4350000,3,2,90m²
N/A,N/A,N/A,N/A
R5995000,4,2.5,1135m²
R1845000,1,1,34m²
R2495000,1,1,43m²
R5800000,3,3,109m²
R5250000,4,2,1100m²
R4595000,2,2,89m²
R3500000,2,1,92m²
R3590000,1,1,47m²
R1595000,3,1,197m²
R4500000,4,4,81m²
R2650000,1,1,62m²
R1395000,N/A,1,21m²
R1895000,2,2,60m²
R3350000,1,1,71m²
R7200000,3,2,328m²
R1299000,3,2,106m²
R980000,1,1,N/A
R1595000,1,1,175m²
R12000000,21,8,706m²
R65000000,7,6.5,6331m²
R65000000,7,6.5,6331m²
N/A,N/A,N/A,N/A
R22000000,3,2,168m²
R35000000,N/A,N/A,3208m²
R3500000,2,1,90m²
R11750000,3,2,211m²
R1653000,1,1,N/A
R24990000,3,3.5,288m²
R1750000,N/A,1,37m²
R15995000,4,5,1090m²
R3000000,2,2,87m²
R2500000,3,1,93m²
R799000,1,1,203m²
R5295000,2,2,87m²
R6500000,3,3,109m²
R4950000,2,1.5,79m²
R2550000,3,2,600m²
R2795000,1,1,41m²
R895000,1,1,35m²
R1750000,N/A,1,37m²
R2000000,N/A,1,35m²
R1649000,3,1,198m²
R2295000,6,4,N/A
N/A,N/A,N/A,N/A
R1143000,1,1,25m²
R2050000,3,2.5,140m²
R895000,2,1,50m²
R8950000,4,4.5,379m²
R16990000,10,5,1466m²
R21250000,N/A,N/A,1222m²
R29950000,N/A,N/A,750m²
R1949999,4,2,902m²
R2625000,2,2,115m²
R4950000,2,2,130m²
R1650000,2,1,79m²
R2495000,1,1,60m²
R2200000,5,2,472m²
R2695000,2,2,67m²
R1640000,2,1.5,95m²
R2495000,1,1,32m²
R2495000,1,1,68m²
R950000,2,1,44m²
R1795000,3,1,498m²
R1143000,1,1,25m²
R3750000,3,3,358m²
N/A,N/A,N/A,N/A
R17500000,N/A,N/A,700m²
R4650000,2,2,108m²
R2795000,3,2,210m²
R5300000,2,3,91m²
R1895000,1,1,56m²
R8500000,2,2,155m²
R2695000,3,2,450m²
R2295000,5,2,625m²
R1899000,2,1,81m²
R2350000,2,1,59m²
R8500000,2,2,155m²
R4500000,N/A,N/A,432m²
R1450000,2,1,64m²
R2395000,2,2,87m²
R2350000,2,2,66m²
R1540000,2,2,N/A
R13150000,3,3.5,340m²
R1475000,1,1,65m²
R3395000,4,3,631m²
R17990000,N/A,N/A,8100m²
R1700000,1,1,43m²
N/A,N/A,N/A,N/A
R1600000,3,1,398m²
R3295000,5,2.5,917m²
R1450000,1,1,36m²
R9800000,1,1,N/A
R11000000,N/A,N/A,2177m²
R8500000,4,4,1665m²
R2049000,1,1,40m²
R2100000,4,2,347m²
R850000,2,1,54m²
R5400000,N/A,N/A,321m²
R2100000,1,1,48m²
R1995000,1,1,52m²
R2250000,4,2,624m²
R725000,0.5,1,30m²
R11000000,N/A,N/A,2177m²
R260000,2,1,87m²
R2250000,1,1,70m²
R1450000,2,2,64m²
R7795000,3,2,778m²
R1975000,1,1,42m²
R1680000,2,1,90m²
N/A,N/A,N/A,N/A
R5995000,2,1.5,136m²
R8095000,3,2,160m²
R1100000,1,1,N/A
R2950000,1,1,63m²
R6490000,2,2,121m²
R1750000,1,1,33m²
R5650000,4,3,749m²
R66780000,N/A,N/A,2100m²
R2499000,2,1,490m²
R2750000,6,2,694m²
R2500000,1,1,58m²
R3200000,2,1,72m²
POA,3,1,138m²
R12995000,3,4,187m²
R3750000,3,1,144m²
R1950000,3,2,309m²
R2949000,4,2,503m²
R839000,2,1,51m²
R2499000,2,1,490m²
R8295000,5,5,119m²
R3500000,2,2,73m²
N/A,N/A,N/A,N/A
R5800000,2,2,94m²
R740000,2,1,N/A
R4950000,3,2,76m²
R1695000,1,1,54m²
R2945000,1,1,56m²
R10950000,4,3,2665m²
R1075000,2,1,51m²
R2795000,1,1,57m²
R5600000,4,4,412m²
R2000000,3,1,595m²
R3550000,2,2,73m²
R1795000,2,1,147m²
R5290000,4,2.5,369m²
R22000000,8,7.5,3933m²
R8495000,5,5,109m²
R3700000,2,2,73m²
R1850000,N/A,1,35m²
R3995000,1,1,70m²
R5290000,4,2.5,369m²
R39995000,3,3.5,546m²
R2800000,0.5,1,49m²
N/A,N/A,N/A,N/A
R2450000,3,1,418m²
R1595000,1,1,43m²
R3650000,2,2,73m²
R2150000,3,1,132m²
R6600000,2,2,120m²
R3350000,4,3,535m²
R5200000,1,2,77m²
R499000,2,1,N/A
R1625000,2,1,129m²
R22000000,3,3.5,577m²
R3995000,2,2,75m²
R2849000,5,3,495m²
R100000000,N/A,N/A,9166m²
R3350000,4,3,535m²
R1795000,0.5,1,25m²
R995000,1,1,43m²
R1300000,2,1,N/A
R3000000,1,1,51m²
R6450000,2,2,303m²
R12995000,4,4.5,368m²
R4250000,3,2,901m²
N/A,N/A,N/A,N/A
R2995000,4,1.5,988m²
R1195000,2,1,70m²
R2795000,3,2.5,155m²
R2295000,3,2,356m²
R25000000,4,4,403m²
R19999000,4,5,381m²
R49500000,7,7,898m²
R34999000,N/A,N/A,433827m²
R3750000,3,2,N/A
R1250000,1,1,51m²
R2150000,4,2,107m²
R3250000,1,1,65m²
R4250000,2,2,124m²
R10950000,2,2.5,184m²
R3600000,2,2,73m²
R2350000,1,2,65m²
R2300000,2,1,64m²
R4950000,4,2,618m²
R4500000,2,2,73m²
R8800000,3,3,199m²
R3250000,1,1,65m²
N/A,N/A,N/A,N/A
R950000,1,1,46m²
R850000,3,1,209m²
R1795000,3,2,87m²
R3050000,3,1,360m²
R4250000,3,2,80m²
R749000,2,1,45m²
R19990000,16,16.5,733m²
R980000,N/A,1,30m²
R24999000,3,3.3,248m²
R11500000,4,3,750m²
R7750000,5,3.5,1241m²
R749000,2,1,189m²
R1495000,2,1,174m²
R5490000,3,2.5,937m²
R649000,2,N/A,N/A
R9950000,16,15,N/A
R2295000,1,1,76m²
R6640000,4,2.5,495m²
R3295000,4,3,625m²
R850000,3,1,209m²
R2499000,1,1,52m²
N/A,N/A,N/A,N/A
R2150000,3,2,127m²
R2995000,N/A,N/A,423m²
R5498000,N/A,N/A,4016m²
R43900000,5,4.5,4076m²
R25995000,7,7.5,4194m²
R2451000,1,1,39m²
R1040000,1,1,N/A
R2850000,2,2,76m²
R1465000,1,1,25m²
R1295000,0.5,1,25m²
R1700000,1,1,43m²
R5498000,N/A,N/A,4016m²
R555000,1,1,44m²
R1150000,0.5,1,44m²
R1050000,1,1,67m²
R2697000,3,2,359m²
R7000000,N/A,N/A,885m²
R1499000,N/A,1,31m²
R27500000,3,3,349m²
R16750000,4,3,4760m²
R27500000,4,4,405m²
N/A,N/A,N/A,N/A
R1995000,2,1,73m²
R2495000,2,2,90m²
R1975000,1,1,42m²
R2900000,1,1,55m²
POA,N/A,N/A,1202m²
R8000000,3,2.5,155m²
R2750000,4,3,610m²
R1150000,1,1,43m²
R400000,2,N/A,130m²
R1695000,3,1,N/A
R15000000,N/A,N/A,1273m²
R29995000,3,3.5,396m²
R995000,1,1,46m²
R33950000,3,3.5,481m²
R850000,N/A,N/A,N/A
R1975000,1,1,42m²
R2150000,5,3,509m²
R799990,4,1,111m²
R2295000,2,1,N/A
R1450000,2,1,63m²
R499000,N/A,N/A,N/A
N/A,N/A,N/A,N/A
