Price,Bedrooms,Bathrooms,Size
R15950000,3,3,294m²
R1999000,4,3,844m²
R10450000,3,2.5,396m²
R595000,1,1,42m²
R5000000,N/A,N/A,1493m²
R6150000,3,3,N/A
R2750000,3,3,118m²
N/A,N/A,N/A,N/A
R1595000,2,1,90m²
R430000,1,1,30m²
R2675000,2,2,61m²
R920000,2,1,N/A
R18000000,N/A,N/A,106m²
R3495000,9,3,502m²
R430000,1,1,30m²
R350000,2,1,N/A
R1499000,2,1,161m²
R3995000,1,1,77m²
R1650000,1,1,61m²
R2495000,3,2,171m²
R1200000,2,1,60m²
R4800000,3,3,657m²
R3820000,N/A,N/A,190m²
R2800000,3,1,128m²
R2249000,1,1,56m²
R6180000,N/A,N/A,322m²
R4500000,2,1,83m²
R1350000,N/A,1,43m²
R3950000,4,3,233m²
N/A,N/A,N/A,N/A
R2495000,1,1,63m²
R1990000,3,2,505m²
R95000000,4,5.5,673m²
R3300000,3,1,744m²
R5200000,N/A,N/A,7ha
R1455000,0.5,1,43m²
R5725000,4,2,1118m²
R5725000,4,2,1118m²
R2250000,1,1,39m²
R21150000,N/A,N/A,1428m²
R7500000,3,2.5,1620m²
R620000,2,1,74m²
R8750000,N/A,N/A,603m²
R6990000,4,4,433m²
R625000,2,1,38m²
R1650000,1,1,31m²
R2995000,1,1,55m²
R1100000,3,1,77m²
R1299000,2,1.5,90m²
R49000000,7,7,7555m²
R5500000,N/A,N/A,3591m²
N/A,N/A,N/A,N/A
R3495000,3,1,240m²
R1350000,1,1,54m²
R2699000,1.5,2,136m²
R1299000,3,1,75m²
R1399000,3,1,67m²
R7995000,3,3.5,200m²
R23500000,7,5,1235m²
R1350000,1,1,54m²
R6950000,4,2,1176m²
R7595000,N/A,N/A,589m²
R3400000,2,1,104m²
R650000,2,1,38m²
R2300000,2,1,74m²
R3100000,2,1,N/A
R16500000,3,3.5,396m²
R1350000,2,1,78m²
R3400000,3,2,496m²
R5750000,3,2.5,129m²
R4295000,3,2.5,178m²
R16000000,3,3.5,315m²
R22000000,3,3.5,577m²
N/A,N/A,N/A,N/A
R2675000,2,2,61m²
R2800000,4,2,230m²
R2400000,N/A,N/A,120m²
R4000000,N/A,N/A,921m²
R18250000,N/A,N/A,1006m²
R1450000,2,1,77m²
R2190000,2,1,72m²
R1350000,0.5,1,36m²
R280000,N/A,N/A,N/A
R7500000,N/A,N/A,750m²
R32000000,4,4.5,449m²
R1850000,1,1,46m²
R47000000,5,5.5,791m²
R10000000,N/A,N/A,1051m²
R31500000,N/A,N/A,800m²
R385000,1,1,30m²
R3495000,1,1,49m²
R2200000,5,2,472m²
R1100000,2,1,65m²
R2600000,2,1,148m²
R47000000,5,5.5,791m²
N/A,N/A,N/A,N/A
R7900000,2,2,149m²
R13750000,1,1,120m²
R12800000,N/A,N/A,400m²
R5250000,4,4,640m²
R1200000,1,1,55m²
R2450000,2,2,93m²
R7995000,2,2.5,216m²
R15500000,3,3,168m²
R1975000,2,2,79m²
R4000000,2,2,100m²
R40000000,6,8,1026m²
R4495000,4,3,820m²
R4000000,2,2,100m²
R18500000,3,3,164m²
R1449000,1,1,43m²
R950000,0.5,1,25m²
R9495000,2,1,94m²
R15900000,4,4,450m²
R14800000,4,4,428m²
R22945000,N/A,N/A,706m²
R1295000,2,2,93m²
N/A,N/A,N/A,N/A
R4554000,1,1,66m²
R1450000,1,1,43m²
R1989000,4,3,481m²
R17995000,4,4,490m²
R1450000,1,1,43m²
R2460000,2,1.5,84m²
R1050000,3,1,69m²
R2800000,2,1,60m²
R2599000,N/A,1,37m²
R1895000,1,2,74m²
R38500000,2,3,272m²
R22000000,3,3,212m²
R5500000,2,2,107m²
R2600000,3,2,265m²
R1140000,4,1,321m²
R3750000,6,3,803m²
R520000,2,1,174m²
R2748000,3,2,495m²
R3100000,3,1,491m²
R29900000,4,4.5,538m²
R830000,3,1,406m²
N/A,N/A,N/A,N/A
R1199000,4,4,252m²
R2795000,2,2,96m²
R680000,2,1,219m²
R3750000,2,1,110m²
R12995000,5,3,1904m²
R2400000,1,1,N/A
R3250000,3,2,116m²
R2649000,5,2,496m²
R4950000,2,2,84m²
R1170000,1,1,39m²
R2649000,5,2,496m²
R1450000,1,1,58m²
R11500000,3,2,957m²
R12500000,N/A,N/A,1004m²
R795000,2,1,45m²
R1700000,1,1,19m²
R2450000,2,2,207m²
R1650000,0.5,1,33m²
R1195000,2,1,120m²
R10949000,2,2.5,184m²
R1300000,0.5,1,32m²
N/A,N/A,N/A,N/A
R2150000,1,1,47m²
R1150000,2,1,58m²
R4662000,N/A,N/A,148m²
R3250000,1,1,N/A
R95000000,3,3,540m²
R1499000,3,1,271m²
R2650000,2,1,342m²
R1590000,2,1,144m²
R1800000,0.5,1,38m²
R1225000,0.5,1,23m²
R4600000,3,2,N/A
R2800000,4,2,150m²
R1590000,2,1,144m²
R2895000,2,1,70m²
R1595000,0.5,1,33m²
R3695000,2,1,80m²
POA,N/A,N/A,2032m²
R1289000,2,1,N/A
R9950000,N/A,N/A,49580m²
R5950000,2,2,98m²
R12200000,3,3,149m²
N/A,N/A,N/A,N/A
R1680000,1,1,35m²
R4900000,3,3.5,346m²
R3750000,1,1,49m²
R5995000,3,2,143m²
R4995000,4,2,700m²
R1095000,0.5,1,38m²
R3500000,N/A,N/A,132m²
R7150000,2,3,108m²
R1900000,2,1,103m²
R2195000,3,2,104m²
R2950000,2,1,148m²
R4500000,3,1.5,126m²
R179000000,8,11,991m²
R179000000,8,11,991m²
R1849500,1,1,41m²
R1075000,2,1,51m²
R795000,2,1,93m²
R1295000,1,1,N/A
R2750000,2,2,170m²
R1150000,2,1,184m²
POA,6,6,3380m²
N/A,N/A,N/A,N/A
R1950000,3,2,412m²
R6500000,2,2,142m²
R1995000,3,2,N/A
R16000000,N/A,N/A,703m²
R999999,2,1,N/A
R16999000,4,4.5,1250m²
R23750000,7,6,3996m²
R3995000,3.5,2.5,455m²
R4300000,4,5,305m²
R1295000,1,1,45m²
R2750000,2,1,62m²
R3500000,2,2,106m²
R3200000,3,1,118m²
R2795000,0.5,1,45m²
R9800000,5,3,1416m²
R1050000,0.5,1,51m²
R1050000,0.5,1,51m²
R8900000,5,6,392m²
POA,N/A,N/A,485m²
R7300000,1,1,85m²
R1195000,2,1,86m²
N/A,N/A,N/A,N/A
R29999000,N/A,N/A,766m²
R2650000,2,2,68m²
R1800000,7,3,255m²
R950000,1,1,35m²
R2050000,2,2,65m²
R3580000,1,1,N/A
R35000000,3,3,277m²
R2549000,3,1,627m²
R2550000,3,2,496m²
R3495000,2,1,91m²
R950000,1,1,35m²
R460000,2,1,51m²
R1150000,2,1,N/A
R1995000,1,1,43m²
R3725000,1,1.5,93m²
R1975000,1,1,42m²
R2950000,1,1,47m²
R1299995,3,1,488m²
R1270000,1,1,36m²
R6249000,2,2,107m²
R1100000,1,1,N/A
N/A,N/A,N/A,N/A
R2800000,1,1,43m²
R3350000,5,3,396m²
R1450000,1,1,52m²
R700000,2,1,104m²
R1450000,3,3,170m²
R1250000,3,1.5,420m²
R2499000,0.5,1,46m²
R3150000,3,1,764m²
R1050000,0.5,1,32m²
R1850000,3,3,165m²
R8500000,6,3,324m²
R2950000,3,2,124m²
R1295000,2,1,58m²
R1200000,2,1,60m²
R4950000,4,2,672m²
R3950000,2,2,N/A
R2700500,2,1,60m²
R850000,3,1,N/A
R3950000,2,2,N/A
R4200000,3,2,174m²
R2375000,0.5,1,35m²
N/A,N/A,N/A,N/A
R27000000,N/A,N/A,2400m²
R22500000,5,4,2408m²
R2050000,2,2,60m²
R4500000,2,1.5,81m²
R5500000,2,2,125m²
R2200000,1,1,N/A
R3049000,1,1,46m²
R16500000,3,3,914m²
R12500000,N/A,N/A,629m²
R1200000,2,1,71m²
R2200000,3,2,88m²
R11950000,N/A,N/A,1409m²
R2500000,1,1,64m²
R2650000,2,1,97m²
R850000,1,1,N/A
R4500000,2,1.5,81m²
R1450000,6,3,340m²
R2450000,2,1,77m²
R4950000,N/A,N/A,10.2ha
R2950000,2,1,95m²
R19900000,12,12,595m²
N/A,N/A,N/A,N/A
R7500000,N/A,N/A,531m²
R560000,1,1,33m²
R6295000,2,2,184m²
R2149000,4,3.5,595m²
R2800000,1,1,43m²
R680000,N/A,N/A,2843m²
R2765000,1,1,51m²
R4900000,3,3,740m²
R2150000,2,2,N/A
R2230000,2,1,N/A
R980000,N/A,1,24m²
R5500000,2,2,139m²
R1395000,4,2,N/A
R5495000,3,2,106m²
R1095000,2,1,70m²
R7900000,3,4,667m²
R8400000,N/A,N/A,250m²
R1150000,2,1,196m²
R1095000,2,1,70m²
R1395000,2,1,50m²
R845000,3,1,107m²
N/A,N/A,N/A,N/A
R13650000,4,4,571m²
R2350000,2,2,64m²
R24950000,5,4,446m²
R1731000,2,1,41m²
R2020000,N/A,N/A,101m²
R1731000,2,1,41m²
R1450000,2,1,65m²
R900000,3,1,N/A
R1750000,1,1,65m²
R9300000,4,4,327m²
R1950000,2,2,65m²
R1149000,2,1,63m²
R3900000,2,2,115m²
R8990000,3,3,213m²
R7495000,3,2.5,174m²
R5750000,3,3,109m²
R2240000,2,2,88m²
R1899950,0.5,1,42m²
R2100000,0.5,1,30m²
R4995000,2,2,120m²
R8400000,5,5,119m²
N/A,N/A,N/A,N/A
R1475000,3,1,N/A
R1099999,2,1,239m²
R4950000,2,2.5,242m²
R3053000,0.5,1,45m²
R25500000,6,6.5,805m²
R2300000,1,1,37m²
R950000,1,1,43m²
R3495000,2,2,86m²
R35000000,3,3.5,447m²
R2695000,N/A,N/A,134m²
R2020000,2,1,64m²
R1950000,2,2,108m²
R2500000,3,1,135m²
R13999999,5,4.5,549m²
R2599000,5,2,496m²
R1845000,3,1,132m²
R2800000,1,1,60m²
R11950000,3,3,253m²
R2599000,5,2,496m²
R13000000,4,4,212m²
R1150000,2,1,N/A
N/A,N/A,N/A,N/A
R2999000,1,1,83m²
R9000000,N/A,N/A,1000m²
R8500000,3,4,282m²
R1800000,2,1,81m²
R2650000,3,3,536m²
R2195000,4,3.5,496m²
R49999000,N/A,N/A,N/A
R3299000,4,4,546m²
POA,N/A,N/A,1100m²
R11250000,6,3,1359m²
R19000000,6,5,N/A
R1595000,1,1,54m²
R6200000,2,2,132m²
R70000000,7,8,5343m²
R1999000,6,2,496m²
R2199999,1,1,N/A
R7300000,3,2,128m²
R2395000,1,1,37m²
R1999000,6,2,496m²
R1800000,1,1,69m²
R13900000,16,13,467m²
N/A,N/A,N/A,N/A
R1400000,3,1,N/A
R3200000,N/A,N/A,193m²
R6750000,N/A,N/A,233m²
R5900000,3,2,97m²
R6750000,N/A,N/A,233m²
R1950000,2,2,60m²
R2500000,1,1,60m²
R4500000,3,3,356m²
R55000000,4,4,945m²
R1500000,0.5,1,51m²
R1995000,1,1,60m²
R2750000,2,2,175m²
R9900000,2,2,135m²
R1150000,N/A,1,36m²
R1195000,1,1,54m²
R1100000,3,2,180m²
R4395000,3,2,623m²
R1800000,2,1,82m²
R4950000,2,2,133m²
R4900000,4,2,614m²
R3900000,N/A,N/A,N/A
N/A,N/A,N/A,N/A
R8500000,3,1,110m²
R6900000,2,2,163m²
R1875000,2,1.5,109m²
R16000000,N/A,N/A,5956m²
R1500000,1,1,75m²
R2195000,2,1,62m²
R3200000,4,2,480m²
R1650000,N/A,1,31m²
R1550000,2,1,61m²
R1995000,4,2,572m²
R749000,N/A,N/A,448m²
R1850000,2,2,60m²
R9450000,2,3,156m²
R1795000,1,1,42m²
R29000000,3,2,263m²
R2950000,1,1,64m²
R1995000,4,2,572m²
R3499999,2,2,114m²
R9000000,N/A,N/A,1289m²
R1675000,N/A,N/A,1113m²
R1299000,3,1,80m²
N/A,N/A,N/A,N/A
R1200000,0.5,1,26m²
R2600000,1,N/A,227m²
R19000000,5,4,710m²
R3550000,2,2,93m²
R1050000,0.5,1,39m²
R17244250,2,2,138m²
R9995000,2,2,110m²
R1500000,2,1,496m²
R5950000,3,2,151m²
R32995000,4,3.5,228m²
R925000,1,1,39m²
R1100000,2,1,56m²
R2799000,2,2,114m²
R2925000,2,2,60m²
R1795000,N/A,N/A,332m²
R5995000,4,2,423m²
R495000,2,1,82m²
R2925000,2,2,60m²
R1148999,2,1,N/A
R1795000,2,1,N/A
R25000000,3,2,117m²
N/A,N/A,N/A,N/A
R1750000,1,1,51m²
R2795000,0.5,1,45m²
R9499000,3,3.5,233m²
R6850000,6,4.5,874m²
R1475000,2,1,76m²
R6000000,1,1,67m²
R20000000,N/A,N/A,703m²
R1095000,1,1,33m²
R1095000,1,1,33m²
R1250000,1,1,46m²
R1800000,0.5,1,37m²
R1595000,2,1,55m²
R8995000,3,3,626m²
R4750000,2,1.5,209m²
R15000000,N/A,N/A,1300m²
R1050000,3,1,67m²
R800000,3,3,N/A
R1350000,N/A,N/A,96m²
R1350000,3,1,152m²
R3795000,N/A,N/A,448m²
R1399000,1,1,43m²
N/A,N/A,N/A,N/A
R3450000,3,2,395m²
R550000,4,1,N/A
R2795000,4,2,496m²
R5500000,2,1,75m²
R2790000,2,2,87m²
R1395000,1,1,68m²
R740000,2,1,48m²
R890000,1,1,35m²
R1749000,1,1,55m²
R19705440,N/A,N/A,673m²
R950000,3,2,165m²
R850000,3,2,75m²
R1749000,1,1,55m²
R1625000,1,1,75m²
R4850000,3,2,109m²
R12950000,N/A,N/A,N/A
R1995000,3,2,162m²
R44000000,5,7,N/A
R1995000,1,1,65m²
R1160000,2,1,73m²
R1910000,4,1.5,116m²
N/A,N/A,N/A,N/A
POA,6,6,8041m²
R15900000,4,5,750m²
R10995000,3,3,206m²
R2950000,1,1,95m²
R2875000,3,2,333m²
R1399000,1,1,52m²
R23900000,6,6.5,2654m²
R3495000,2,1,99m²
R1150000,2,1,60m²
R5000000,N/A,N/A,365m²
R1495000,2,1,164m²
R17995000,4,4,693m²
R3700000,4,2,400m²
R1299000,1,1,43m²
R590000,1,1,37m²
R45000000,7,8,5971m²
R63250000,N/A,N/A,1319m²
R7950000,1,1,59m²
R3495000,2,1,99m²
R1150000,3,1,425m²
R1550000,1,1,45m²
N/A,N/A,N/A,N/A
R1250000,N/A,N/A,25m²
R2890000,0.5,1,45m²
R1600000,3,2,266m²
R6500000,1,N/A,127m²
R3250000,N/A,N/A,919m²
R7000000,N/A,N/A,531m²
R3195000,1,1,47m²
R2850000,3,1,86m²
R3190000,2,2,N/A
R650000,3,2,N/A
R4500000,2,2,120m²
R2294000,0.5,1,35m²
R29995000,3,3,266m²
R2775000,1,1,51m²
R1750000,2,1,60m²
R2395000,3,2,495m²
R1500000,2,1,55m²
R1180000,1,1,42m²
R860000,0.5,1,29m²
R650000,3,2,N/A
R1995000,0.5,1,35m²
N/A,N/A,N/A,N/A
R3750000,4,2,823m²
R2395000,3,2,436m²
R19995000,4,4.5,413m²
R930000,1,1,44m²
R2385000,3,1,535m²
R1490000,N/A,1,41m²
R1800000,3,1,114m²
R3325000,1,1,70m²
R22950000,3,3,142m²
R2450000,6,2,616m²
R1500000,N/A,N/A,N/A
R2300000,2,1,64m²
R1000000,3,1,N/A
R1099999,2,1,72m²
R2400000,2,1,61m²
R1399999,3,1,142m²
R1500000,N/A,N/A,N/A
R1095000,0.5,1,43m²
R10950000,2,2,185m²
R3500000,3,3,130m²
R4100000,2,1,74m²
N/A,N/A,N/A,N/A
R2225000,2,2,61m²
R2495000,2,2,115m²
R6600000,4,4,386m²
R2295000,2,2,75m²
R3000000,8,5,496m²
R3529000,2,1,71m²
R599000,1,1,N/A
R7900000,N/A,N/A,10.45ha
R4750000,2,2,88m²
R3500000,3,2,100m²
R6995000,N/A,N/A,11ha
R1599000,3,2,240m²
R4750000,6,3,1552m²
R1749000,2,1,85m²
R945000,2,1,47m²
R3795000,3,2,N/A
R2695000,1,1,51m²
R650000,1,1,40m²
R11900000,2,2,180m²
R2450000,N/A,N/A,154m²
R6600000,4,4,386m²
N/A,N/A,N/A,N/A
R2200000,2,2.5,82m²
R1050000,1,1,41m²
R2550000,3,2.5,127m²
R10700000,3,2,334m²
R4750000,4,3.5,444m²
R1200000,2,1,53m²
R6990000,2,1.5,119m²
R1850000,N/A,1,37m²
R54050000,5,5.5,629m²
R2450000,2,2,117m²
R4150000,2,2,101m²
R675000,2,1,N/A
R4100000,2,2,121m²
POA,N/A,N/A,1200m²
R2500000,3,2,222m²
R2490000,6,3,495m²
R2900000,2,2,109m²
R89000000,5,6,486m²
R9500000,4,2.5,461m²
R2450000,2,2,117m²
R2095000,1,1,70m²
N/A,N/A,N/A,N/A
R3200000,1,1,65m²
R3200000,N/A,N/A,67m²
R3195000,3,2.5,108m²
R6950000,2,1,64m²
R2750000,3,2,598m²
R1075000,2,1,39m²
R949995,1,1,45m²
R280000,2,1,95m²
R1895000,2,1,63m²
R15994000,N/A,N/A,480m²
R4745000,2,2,73m²
R795000,1,1,37m²
POA,8,8,1017m²
R630000,2,1,38m²
R4745000,2,2,73m²
R800000,4,1,N/A
R2599999,3,1,595m²
R13500000,4,3.5,342m²
R11000000,3,4,4052m²
R18500000,4,3,201m²
R12075000,N/A,N/A,496m²
N/A,N/A,N/A,N/A
R850000,2,1,301m²
R1700000,2,1,87m²
R1700000,4,1,457m²
R22000000,3,3,212m²
R6150000,4,3,773m²
R1150000,0.5,1,30m²
R555000,3,1,160m²
R1949000,2,1,70m²
R5000000,7,4,416m²
R1400000,3,2,353m²
R1399000,6,3,348m²
R1400000,N/A,N/A,868m²
R1899995,4,2,305m²
R2500000,2,1,60m²
R13950000,6,5,470m²
R12300000,3,3,198m²
R22000000,3,3,212m²
R620000,2,1,N/A
R795000,2,1,99m²
R8250000,2,2.5,122m²
R9775000,2,2,144m²
N/A,N/A,N/A,N/A
R7630000,3,3,109m²
R10000000,N/A,N/A,1087m²
R7250000,2,2,160m²
R7425000,N/A,N/A,720m²
R1375000,0.5,1,35m²
R1350000,2,1,52m²
R499000,2,1,N/A
R559000,1.5,1,N/A
R7950000,N/A,N/A,688m²
R2800000,7,2,319m²
R19900000,3,3,235m²
R2195000,2,1,146m²
R27500000,4,4.5,1084m²
R11000000,4,4.5,825m²
R4750000,2,2,112m²
R2150000,1,1,44m²
R559000,1.5,1,N/A
R26500000,5,6,1081m²
R15995000,1.5,1,120m²
R2550000,6,2,546m²
R1995000,0.5,1,54m²
N/A,N/A,N/A,N/A
R2200000,N/A,N/A,79m²
R5100000,N/A,N/A,555m²
R5600000,2,2,86m²
R1495000,N/A,1,43m²
R16700000,4,4,737m²
R35000000,N/A,N/A,1545m²
R2900000,2,1,85m²
R7995000,4,2.5,784m²
R6350000,3,2.5,225m²
R5250000,4,2,768m²
R2395000,2,1,123m²
R9025600,N/A,N/A,280m²
R1985000,3,2,248m²
R12995000,4,2,206m²
R850000,2,1,45m²
R60000000,5,6,3195m²
R7995000,4,2.5,784m²
R5980000,2,2,70m²
R2595000,1,1,66m²
R2390000,3,1,595m²
R1095000,3,2,155m²
N/A,N/A,N/A,N/A
R6449000,5,3,463m²
R13000000,2,2,136m²
R16500000,4,3,499m²
R1595000,3,1,149m²
R4250000,3,2.5,288m²
R1450000,2,2.5,66m²
R3520000,2,2,66m²
R3100000,2,2,90m²
R2950000,1,1,94m²
R39000000,4,5,14148m²
R10500000,2,2,116m²
R1295000,1,1,56m²
POA,2,1,N/A
R25000000,4,4,289m²
R13500000,4,3.5,342m²
R6000000,3,3,109m²
R2495000,2,1,78m²
R2995000,2,2,75m²
R3520000,2,2,66m²
R3395000,2,2,174m²
R28999000,3,3,297m²
N/A,N/A,N/A,N/A
R17000000,4,5,695m²
R399000,1,1,30m²
R1999000,1,1,66m²
R2699000,1,1,51m²
R7950000,3,3.5,1236m²
R900000,1,1,35m²
R17995000,3,3.5,210m²
R24000000,3,3,456m²
R1425000,2,1,53m²
R1250000,1,1,59m²
R2150000,2,2,61m²
R3000000,1,1,51m²
R1660000,2,1,64m²
R2250000,N/A,N/A,588m²
R17000000,4,5,695m²
R2950000,1,1,40m²
R2395000,3,1,181m²
R9500000,N/A,N/A,630m²
R9950000,4,4,364m²
POA,4,2,545m²
R1550000,0.5,1,38m²
N/A,N/A,N/A,N/A
R2395000,1,1,66m²
R1260000,2,1,62m²
R899000,2,1,N/A
R530000,1,1,33m²
POA,5,6,2164m²
R42750000,7,7,2500m²
R16780000,N/A,N/A,820m²
R1195000,2,1,120m²
R11950000,3,2.5,190m²
R530000,1,1,33m²
R1110000,2,1,55m²
R26500000,6,6,4006m²
R1200000,3,1,519m²
R750000,2,1,N/A
R2599000,2,2,77m²
R1195000,2,1,87m²
R715000,2,1,41m²
R1345000,2,1,95m²
R2850000,N/A,N/A,278m²
R799000,3,1,101m²
R25995000,4,3,952m²
N/A,N/A,N/A,N/A
R3700000,3,2,334m²
R2595000,4,1,447m²
R1999995,3,1,614m²
R9950000,2,3,154m²
R3500000,1,1,60m²
R9500000,3,3.5,208m²
R1900000,2,1,59m²
R1800000,2,1,91m²
R110000000,4,5.5,765m²
R27500000,4,4,303m²
R1200000,2,1,104m²
R2295000,1,2,70m²
R10900000,4,2,3549m²
POA,N/A,N/A,4362m²
R7900000,3,2.5,133m²
R1650000,1,1,61m²
R3000000,2,1,N/A
R1995000,2,1,61m²
R7150000,2,2.5,108m²
R1995000,2,1,61m²
R8900000,5,3.5,966m²
N/A,N/A,N/A,N/A
R1250000,2,1,N/A
R9950000,1,1.5,105m²
R37500000,4,4,369m²
R4395000,6,6,729m²
R10500000,2,2,185m²
R1699000,2,2,65m²
R1090000,2,1,49m²
R12000000,4,3,4418m²
R7500000,2,2,80m²
R1590000,1,1,60m²
R2799999,2,1,97m²
R1350000,2,1.5,74m²
R5000000,4,2,347.19m²
R9495000,3,2,976m²
R14495000,6,5.5,1357m²
R3344000,1,1,88m²
R2095000,3,4,195m²
R699000,2,1,180m²
R10500000,2,2,185m²
R38995000,5,5,414m²
R6890000,2,1,N/A
N/A,N/A,N/A,N/A
R1190000,N/A,1,51m²
R12700000,4,4,941m²
R2495000,1,1,N/A
R650000,2,1,44m²
R1995000,3,3,N/A
R4950000,3,2,253m²
R5950000,N/A,N/A,11.7ha
R15995000,4,3,212m²
R1299000,3,2,420m²
R17000000,N/A,N/A,914m²
R900000,0.5,1,38m²
R3200000,N/A,N/A,240m²
R2690000,4,2,496m²
R5495000,2,2,139m²
R1550000,3,2,N/A
R24950000,3,3,N/A
R23500000,3,3.5,220m²
R900000,0.5,1,38m²
R659000,2,N/A,237m²
R3995000,2,2,107m²
R1950000,2,1,74m²
N/A,N/A,N/A,N/A
R10950000,2,2,94m²
R5350000,2,2.5,87m²
R4200000,2,2,71m²
R2250000,7,4,550m²
R1800000,N/A,N/A,2500m²
R8750000,5,3,2376m²
R2695000,3,1,604m²
R1650000,2,1,103m²
R890000,1,1,212m²
R9950000,3,2,250m²
R5350000,2,2.5,87m²
R1450000,4,2,N/A
R5850000,N/A,N/A,3024m²
R2250000,3,2,170m²
R19950000,3,3.5,173m²
R1650000,1,1,56m²
R3950000,3,1.5,148m²
R1995000,3,1,184m²
R7900000,3,2,129m²
R3995000,2,2,70m²
R2750000,1,1,75m²
N/A,N/A,N/A,N/A
R2245000,1,1,54m²
R1495000,3,2,112m²
R32500000,5,4.5,753m²
R2895000,2,1,93m²
R1690000,2,1,180m²
R1295000,N/A,1,37m²
R2999999,2,1,147m²
R4300000,1,1,78m²
R5495000,2,2,85m²
R1999000,3,2,496m²
R1699000,1,1.5,49m²
R1750000,N/A,N/A,115m²
R2900000,3,1,496m²
R1980000,2,2,73m²
R2000000,2,1,102m²
R1200000,2,1,78m²
R1980000,2,2,73m²
R1950000,1,1,45m²
R5750000,N/A,N/A,751m²
R2900000,2,2,63m²
R990000,1,1,41m²
N/A,N/A,N/A,N/A
R1595000,2,1,82m²
R3550000,1,2,75m²
R10500000,4,3,869m²
R18500000,3,3,201m²
R24995000,3,3,244m²
R2100000,1,2,N/A
R2700000,1,1,81m²
R3699000,4,2,481m²
R24995000,3,3,245m²
R13995000,3,3,156m²
R7500000,N/A,N/A,215m²
R68000000,6,7.5,1375m²
R865000,2,1,N/A
R9750000,5,4.5,1357m²
R2500000,2,1,N/A
R1900000,1,1,73m²
R1975000,2,2,79m²
R2100000,1,2,N/A
R12995000,17,8,373m²
R2350000,1,1,43m²
R2150000,3,1.5,N/A
N/A,N/A,N/A,N/A
R2500000,N/A,N/A,187m²
R2350000,1,1,59m²
R1850000,1,1,53m²
R2595000,2.5,2,346m²
R5300000,N/A,N/A,5036m²
R1325000,N/A,1,67m²
R995000,N/A,1,36m²
R8950000,2,2.5,497m²
R5500000,2,2,98m²
R2100000,4,2,697m²
POA,0.5,1,N/A
R76000000,3,6,677m²
R1565000,1,1,35m²
R995000,1,1,45m²
R995000,N/A,1,36m²
R1795000,1,1,61m²
R550000,2,1,122m²
R750000,3,1,N/A
R1045000,2,1,78m²
R1800000,2,1,62m²
R2995000,N/A,N/A,223m²
N/A,N/A,N/A,N/A
R10800000,3,3,910m²
R7995000,3,3.5,188m²
R7500000,2,3,105m²
R1400000,2,1,57m²
R3121000,1,1,46m²
R1295000,1,1,36m²
R6250000,5,2.5,1400m²
R12500000,2,2,149m²
R895000,0.5,1,37m²
R5350000,2,2,87m²
R1650000,2,1,103m²
R35000000,N/A,N/A,11ha
R1850000,1,1,64m²
R5790000,2,2,90m²
R1319000,N/A,1,N/A
R1400000,2,1,57m²
R47000000,3,3,366m²
R3995000,N/A,N/A,51000m²
R899000,2,2,77m²
R2150000,1,1,66m²
R1300000,2,1.5,91m²
N/A,N/A,N/A,N/A
R1050000,0.5,1,39m²
R470000,0.5,1,26m²
R1850000,4,2,N/A
R12350000,N/A,N/A,N/A
R3895000,1,1,55m²
R6999000,2,2,137m²
R3500000,7,3.5,994m²
R1900000,N/A,N/A,1277m²
R895000,2,1,50m²
R5800000,2,2,94m²
R6950000,4,3,170m²
R1449000,3,2.5,475m²
R1250000,3,1.5,137m²
R2595000,2,2,68m²
R3200000,2,1,74m²
R390000,1,1,30m²
R4850000,2,1,139m²
R1289000,N/A,N/A,293m²
R1299000,N/A,1,41m²
R1960000,0.5,1,32m²
R12350000,N/A,N/A,N/A
N/A,N/A,N/A,N/A
R59950000,4,3,465m²
R1770000,1,1,N/A
R4299000,1,1,83m²
R1990000,5,3,270m²
R1450000,1,1,62m²
R2650000,4,2.5,141m²
R1480000,0.5,1,65m²
R2495000,N/A,N/A,N/A
R4750000,5,3,1026m²
R1250000,0.5,1,37m²
R2650000,4,2.5,141m²
R3500000,2,2,84m²
R1625000,2,1,121m²
R1350000,2,1,495m²
R3600000,2,2,87m²
R1495000,2,2,57m²
R2714000,1,1,46m²
R1800000,2,1,62m²
R49950000,4,4.5,660m²
R2165000,1,1,47m²
R1995000,3,2,135m²
N/A,N/A,N/A,N/A
R4995000,N/A,N/A,365m²
R5750000,3,3,109m²
R19995000,4,5,N/A
R4250000,2,2.5,130m²
R1200000,N/A,1,N/A
R1070000,2,1,51m²
R1107900,0.5,1,N/A
R3550000,2,2,155m²
R1250000,0.5,1,N/A
R1107900,0.5,1,N/A
R1700000,2,1.5,67m²
R4999999,3,2,123m²
R2950000,1,1,46m²
R1230000,1,1,64m²
R5650000,7,7,1137m²
R1295000,1,1,41m²
R7750000,2,2,142m²
R2500000,N/A,N/A,208m²
R1695000,3,2,231m²
R2395000,1,1,72m²
R579000,1,1,33m²
N/A,N/A,N/A,N/A
R34500000,4,6.5,700m²
R2450000,2,2,70m²
R2450000,0.5,1,64m²
R12096000,N/A,N/A,485m²
R2300000,1,1.5,66m²
R1950000,3,2,246m²
R1695000,2,1,54m²
R1250000,0.5,1,23m²
R1399000,3,2,155m²
R2300000,1,1.5,66m²
R650000,2,1,N/A
R11500000,6,5,1371m²
R4800000,2,2,85m²
